Workload, Duration (s), #Tasks/CPU, #CPUs, Period (ms), KVS Type, Node ID, Successful Reads (%), Successful Writes (%), Successful Read Iterations (%), Successful Write Iterations (%), App BCET (ms), App ACET (ms), App WCET (ms), KVS BCET (ms), KVS ACET (ms), KVS WCET (ms), Stable control?
IvP1, 100, 1, 1, 50, RedisKVS2, 2, 97.8868, 97.9, 97.1, 97.55, 6.74381, 24.0632, 53.8449, 0.000475, 13.1541, 41.6493, success
IvP1, 100, 4, 1, 800, RedisKVS2, 2, 96.6211, 100, 35.8, 100, 5.97677, 74.9148, 116.365, 2.32967, 69.862, 114.425, failure
IvP1, 100, 4, 1, 400, RedisKVS2, 2, 96.0474, 100, 25.9, 100, 4.27775, 88.0859, 98.9855, 0.767348, 89.9252, 97.2424, failure
IvP1, 100, 4, 1, 200, RedisKVS2, 2, 96.1421, 100, 28.15, 100, 5.04497, 105.559, 117.611, 5.45055, 105.426, 115.805, failure
IvP1, 100, 4, 1, 100, RedisKVS2, 2, 91.4303, 99.8132, 1.2, 99.675, 6.50132, 68.3095, 101.599, 1.42792, 66.4587, 105.022, failure
IvP1, 100, 4, 1, 50, RedisKVS2, 2, 78.077, 68.1059, 11.825, 60.875, 5.19313, 42.5751, 79.5308, 0.75507, 41.2923, 76.6173, success
IvP1, 100, 1, 3, 400, RedisKVS2, 2, 99.8667, 100, 99.3333, 100, 2.91433, 37.746, 56.1556, 0.000406, 31.3592, 53.9907, failure
IvP1, 100, 1, 3, 200, RedisKVS2, 2, 99.9193, 100, 99.6667, 100, 6.94125, 37.8987, 63.7269, 0.000406, 22.6657, 49.4098, failure
IvP1, 100, 1, 3, 100, RedisKVS2, 2, 0.1, 100, 0.1, 100, 1.97504, 24.7985, 46.2115, 0.792438, 19.889, 45.7972, failure
IvP1, 100, 4, 3, 800, RedisKVS2, 2, 95.4702, 100, 19.6667, 100, 6.89613, 58.3412, 94.7198, 0.000343, 59.3712, 94.887, failure
IvP1, 100, 4, 3, 400, RedisKVS2, 2, 93.7018, 100, 5.86667, 100, 7.98581, 78.8523, 116.925, 0.000363, 59.8063, 115.184, failure
IvP1, 100, 4, 3, 100, RedisKVS2, 2, 0.1, 100, 0.1, 100, 1.13852, 33.6129, 71.6305, 0.654247, 1.09875, 9.43198, failure
IvP1, 100, 4, 3, 50, RedisKVS2, 2, 55.7728, 55.1961, 15.7833, 36.9958, 1.57257, 47.1146, 81.5921, 0.000124, 35.8653, 78.2422, success
IvP1, 100, 1, 1, 800, ETCDKVS, 2, 4.25263, 2.82105, 0.8, 0, 808.293, 1021.19, 1753.43, 4.6e-05, 0.000222064, 0.000383, failure
IvP1, 100, 1, 1, 400, ETCDKVS, 2, 0.778947, 1.76842, 0.4, 0, 405.602, 611.238, 1398.92, 4.5e-05, 0.000246484, 0.001166, failure
IvP1, 100, 1, 1, 200, ETCDKVS, 2, 0.210526, 3.46316, 0.2, 0, 200.341, 351.963, 966.96, 0.000106, 0.000867458, 0.139908, failure
IvP1, 100, 1, 1, 100, ETCDKVS, 2, 0.105263, 0.478947, 0.1, 0, 100.948, 288.666, 1827.05, 4.4e-05, 0.000199174, 0.000903, failure
IvP1, 100, 1, 1, 50, ETCDKVS, 2, 0.05, 0.384211, 0.05, 0, 50.0389, 254.233, 2222.35, 5.3e-05, 0.000286664, 0.023152, success
IvP1, 100, 4, 1, 800, ETCDKVS, 2, 1.26316, 5.31579, 0.8, 0, 800.624, 1039.11, 1941.32, 0.000108, 0.000333752, 0.000915, failure
IvP1, 100, 4, 1, 400, ETCDKVS, 2, 0.447368, 0.847368, 0.4, 0, 401.302, 784.094, 2523.79, 4.6e-05, 0.000230392, 0.000882, failure
IvP1, 100, 4, 1, 200, ETCDKVS, 2, 0.2, 0.252632, 0.2, 0, 201.829, 616.721, 2194.55, 4.5e-05, 0.000240488, 0.00535, failure
IvP1, 100, 4, 1, 100, ETCDKVS, 2, 0.1, 0.768421, 0.1, 0, 99.8822, 288.65, 1862.62, 4.5e-05, 0.00410486, 3.74686, failure
IvP1, 100, 4, 1, 50, ETCDKVS, 2, 0.05, 0.0282895, 0.05, 0, 50.1637, 176.052, 1354.03, 4.3e-05, 0.00219116, 2.45984, success
IvP1, 100, 1, 3, 800, ETCDKVS, 2, 1.12281, 2.45614, 0.8, 0, 800.04, 1156.76, 2621.71, 4.5e-05, 0.000229637, 0.000568, failure
IvP1, 100, 1, 3, 400, ETCDKVS, 2, 0.421053, 0.85614, 0.4, 0, 400.754, 817.205, 2959.46, 4.6e-05, 0.000466991, 0.139682, failure
IvP1, 100, 1, 3, 200, ETCDKVS, 2, 0.203509, 0.557895, 0.2, 0, 200.573, 562.919, 1993.86, 4.2e-05, 0.000410125, 0.228565, failure
IvP1, 100, 1, 3, 100, ETCDKVS, 2, 0.1, 0.303509, 0.1, 0, 100.095, 416.613, 2375.31, 4.3e-05, 0.000350613, 0.165967, failure
IvP1, 100, 1, 3, 50, ETCDKVS, 2, 0.05, 0.1, 0.05, 0, 50.1703, 351.68, 1955.63, 4.5e-05, 0.000372801, 0.343305, success
IvP1, 100, 4, 3, 800, ETCDKVS, 2, 0.85614, 0.694737, 0.8, 0, 807.418, 1365.26, 4217.54, 4.4e-05, 0.000618216, 0.149184, failure
IvP1, 100, 4, 3, 400, ETCDKVS, 2, 0.408772, 0.310526, 0.4, 0, 402.268, 921.431, 3097.28, 4.4e-05, 0.000244711, 0.025746, failure
IvP1, 100, 4, 3, 200, ETCDKVS, 2, 0.2, 0.177193, 0.2, 0, 199.945, 622.952, 2318.09, 4.3e-05, 0.00103312, 0.768852, failure
IvP1, 100, 4, 3, 100, ETCDKVS, 2, 0.1, 0.0785088, 0.1, 0, 100.118, 455.786, 2481.87, 4.3e-05, 0.00029577, 0.153451, failure
IvP1, 100, 4, 3, 50, ETCDKVS, 2, 0.05, 0.0111842, 0.05, 0, 50.0332, 132.825, 1042.82, 5.2e-05, 0.000434691, 0.431167, success
